WaitingTimes
0.0
0.0
20.2
15.6
16.1
6.8
14.4
0.0
11.3
0.0
4.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
75.0
64.7
50.2
0.0
41.5
41.2
0.0
38.8
0.0
34.2
19.7
23.6
0.0
81.3
53.5
20.8
58.5
15.5
11.6
0.7
1.8
10.4
0.0
11.4
90.0
90.5
80.3
80.7
81.4
0.0
65.0
57.9
35.7
33.8
36.2
0.0
0.0
0.0
30.5
24.6
0.0
38.1
0.0
0.0
0.0
0.0
0.0
90.0
88.7
77.8
0.0
60.1
58.4
0.0
57.1
41.3
36.2
25.4
0.0
0.0
66.1
8.6
0.0
40.7
35.1
10.3
0.0
6.4
0.0
0.0
0.0
0.0
0.0
92.6
0.0
81.2
28.3
0.0
49.4
67.9
0.0
38.2
35.7
0.0
28.8
0.0
20.5
0.0
15.6
0.0
0.0
66.2
30.8
0.0
0.0
81.2
71.0
66.1
53.5
50.8
41.4
8.8
90.0
27.4
0.0
23.6
8.7
44.5
40.5
33.0
28.7
17.9
17.1
0.0
0.0
72.9
29.6
26.0
19.7
0.0
19.8
0.0
0.0
0.0
0.0
0.0
0.0
0.6
84.5
0.0
0.0
86.7
82.6
69.1
66.4
0.0
62.4
0.0
62.6
46.6
0.0
25.6
31.5
12.5
12.9
3.9
53.0
16.4
47.3
40.3
21.5
0.0
84.0
83.8
74.3
17.1
66.9
45.4
7.4
0.0
0.0
0.0
60.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
86.9
49.4
0.0
80.5
0.0
79.3
0.0
0.0
79.5
79.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
87.3
68.8
17.1
0.0
65.2
55.1
54.1
29.4
0.0
18.2
11.4
9.4
0.0
4.8
0.0
47.8
12.5
0.0
44.0
0.0
29.0
21.2
0.0
0.0
17.2
16.8
0.0
10.7
0.0
81.3
16.7
0.0
0.0
89.9
37.8
73.8
50.2
31.8
0.0
83.9
9.5
23.7
4.0
2.9
3.0
0.0
0.0
0.0
86.4
8.2
78.0
76.9
47.9
20.7
19.0
16.0
11.3
0.0
10.1
0.0
41.8
0.0
25.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
67.9
68.2
46.2
6.2
6.1
1.5
0.0
0.0
32.0
59.6
47.5
21.3
36.8
0.0
32.4
23.3
0.0
83.1
13.2
77.4
4.5
76.0
54.6
39.6
0.0
45.3
59.8
24.9
51.7
47.1
36.7
25.0
24.8
0.6
76.8
19.6
71.5
66.4
65.0
50.9
27.3
0.0
0.0
0.0
0.0
81.4
19.7
57.7
6.3
53.7
24.2
15.0
15.4
11.4
0.0
0.0
0.0
0.0
0.0
