WaitingTimes
0.0
0.0
0.0
0.1
11.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
49.5
25.3
38.0
32.2
0.7
0.5
0.0
0.0
0.0
0.0
0.0
0.0
98.3
39.5
0.0
58.3
23.1
58.4
10.5
41.4
0.0
0.0
31.8
28.8
0.0
26.5
0.0
0.0
0.0
0.0
0.0
113.1
102.2
92.3
65.9
29.5
13.2
12.7
11.5
0.0
0.0
0.0
91.4
23.1
13.3
10.6
0.3
0.0
0.0
0.0
0.0
96.5
69.1
0.0
67.7
66.3
50.9
0.0
26.1
0.0
20.1
4.5
0.4
11.7
0.0
4.7
0.0
82.1
72.9
7.0
49.9
42.1
42.2
0.0
34.8
30.5
0.0
26.0
13.5
0.0
0.0
0.0
0.0
0.0
0.0
38.1
0.0
0.0
0.0
124.0
19.8
120.1
105.1
86.0
0.0
67.4
66.8
65.4
47.4
0.0
33.8
9.4
0.0
2.8
0.0
60.0
12.4
0.0
63.7
0.0
40.3
36.5
23.4
10.1
0.0
0.0
0.4
2.6
1.8
103.1
15.4
0.0
88.5
54.5
50.8
0.0
42.5
41.7
40.4
30.4
2.0
1.6
0.0
0.0
54.2
28.3
0.0
32.2
0.0
11.3
0.0
0.4
0.0
24.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
32.2
0.0
26.7
10.4
0.0
0.0
0.0
0.0
54.0
38.6
34.5
0.0
9.3
7.9
0.0
0.0
71.8
48.7
43.3
41.7
33.9
13.1
5.7
0.0
0.0
0.0
0.0
36.9
30.2
13.6
0.4
58.8
0.0
46.4
46.4
25.2
0.0
0.0
0.0
0.0
75.3
66.7
65.0
0.0
51.5
50.9
36.8
36.8
30.6
0.0
0.0
69.7
31.3
23.4
15.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
61.6
0.0
0.0
0.0
0.0
83.4
49.6
50.9
0.0
50.8
0.0
0.0
0.0
0.0
73.8
9.6
48.4
44.8
31.9
29.6
14.1
14.4
0.0
0.0
82.4
28.5
51.1
49.9
19.8
0.0
0.0
0.0
0.0
23.8
15.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
88.0
12.4
3.3
0.0
53.5
0.0
33.0
15.8
10.9
0.0
0.0
0.0
0.0
0.0
0.0
88.9
53.8
66.9
0.0
59.0
0.4
55.4
0.0
0.0
68.7
53.0
25.2
0.0
58.0
57.9
23.1
17.7
8.2
0.0
4.6
0.0
0.0
0.0
0.0
0.0
39.6
33.2
28.8
0.0
20.7
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
91.1
68.1
65.4
0.0
60.5
53.9
34.5
34.9
0.0
32.4
0.0
31.2
